MasterGloss	originalform	originalgloss	Plomley_Headword	Plomley_note	recorder	recordid	speakercode	tribalregion	region
lizard	pay.me.ne	lizard	pay.me.ne		gar	8563		b	Bruny Island
lizard	pryaminna	lizard	pay.me.ne		mj	8564		b	Bruny Island
lizard	pryaminna	lizard	pay.me.ne		mj	10178		s	Southern
lizard	preeatenna	lizard	preeatenna		mj	8565		oyb	Oyster Bay
lizard	priettah	lizard	preeatenna		mj	8566		oyb	Oyster Bay
lizard	runnawenah	lizard	runnawenah		mj	8567		b	Bruny Island
lizard	runnawenah	lizard	runnawenah		mj	10179		s	Southern
long time ago	pay.woot.tar		pay.woot.tar	close associations with word for "recently" (q.v.)	gar	4832		cp	Cape Portland
long time ago	pa.wer.ter		pay.woot.tar		cr	4833		bl	Ben Lomond
long time ago	pa.wer.tee		pay.woot.tar		cr	4834		bl	Ben Lomond
long time ago	pa.wer.ler		pay.woot.tar		cr	4835		bl	Ben Lomond
long time ago	pie.yuck		pie.yuck		cr	4836	lr	br	Big River
long time ago	poie.ar.ti.ne.re.pare	long time	poie.ar.ti.ne.re.pare	close associations with word for "recently" (q.v.)	cr	4837		ps	Port Sorell, northern
long time ago	put.yer		put.yer		gar	4841		oyb	Oyster Bay
long time ago	py.gee.war		py.gee.war		gar	4839		b	Bruny Island
long time ago	py.glum.ner		py.glum.ner		gar	4840		b	Bruny Island
long time ago	pye.ge.rat.tar		pye.ge.rat.tar		gar	4838		oyb	Oyster Bay
long time ago	rot.ter		rot.ter		gar	4842		b	Bruny Island
long time ago	tun.er.puck.er		tun.er.puck.er		cr	4843		wc	Western Coast
look (to)	ken.nar.rer.lub.le	what are you looking at?	ken.nar.rer.lub.le		gar	4844		e	Eastern
look (to)	lãbběrǎr	look	labberar	similar to lapree (see)	sn	4845		unk	unknown15
look (to)	lãbběrǎr mẽẽněr	look at me	labberar		sn	4846		unk	unknown15
look (to)	lutubrenemé	look, gaze	labberar		mj	4847		b	Bruny Island
look (to)	lutubrenemé	look, gaze	labberar		mj	9784		s	Southern
look (to)	lãrngěrněr	stare, track	larngerner		sn	4848		unk	unknown15
look (to)	mare.rer.num.mer.re.tar	look out, take care	mare.rer.num.mer.re.tar		gar	4849		pr	Piper River, NE
look (to)	mare.rer.num.mer.tar	look out	mare.rer.num.mer.re.tar		gar	4850		unk	unknown15
look (to)	mote.ter.more.rer	look out	mote.ter.more.rer		gar	4851	pk	unk	unknown15
look (to)	nick.er.lee	look here	nick.er.lee		gar	4852		cp	Cape Portland
look (to)	nick.er	look here	nick.er.lee		gar	4853		unk	unknown15
look (to)	pe.way.pel.ler	look round	pe.way.pel.ler		gar	4854		cp	Cape Portland
look (to)	reliquamma	look, gaze	reliquamma		mj	4855		oyb	Oyster Bay
look (to)	rock.are	look here	reliquamma		st	4856		n	Northern tribes, but not always those to westward of the Tamar River
look (to)	trõnecãrtěe	look, behold	tronecartee			4857		unk	unknown15
look (to)	wale.er.pare	look out	wale.er.pare		cr	4858	lr	br	Big River
lose (to)	loo.rick.in.nin.er	lost	loo.rick.in.nin.er		gar	4862	mn	unk	unknown15
lose (to)	marn.tol.yuc.er.nar.rer	lost	marn.tol.yuc.er.nar.rer		cr	4863		ps	Port Sorell, northern
lose (to)	war.car.re	lost	war.car.re		cr	4864		bl-kaurna	Kaurna
lose (to)	ware.ren.nee	lost	ware.ren.nee		gar	4867		b	Bruny Island
lose (to)	ware.reng.en.ner	lost	ware.reng.en.ner		gar	4865		oyb	Oyster Bay
lose (to)	ware.reng.er.ner	lost	ware.reng.en.ner		gar	4866		oyb	Oyster Bay
louse	lee.pur.ner (x) (xx)	louse	lee.pur.ner		gar	4383		cp	Cape Portland
louse	ler.per.ner	louse	lee.pur.ner		cr	4384		bl	Ben Lomond
louse	pũr.nar	louse	lee.pur.ner		st	10484		n	Northern tribes, but not always those to westward of the Tamar River
louse	pũr.nar	louse	lee.pur.ner		st	10943		dl	Port Dalrymple, Tamar River
louse	lone.ner.rut.yer	louse	lone.ner.rut.yer		gar	4386		oyb	Oyster Bay
louse	loangaritea	tick	lone.ner.rut.yer		mj	4387		oyb	Oyster Bay
louse	lowangerimena	flea	lone.ner.rut.yer		mj	4388		oyb	Oyster Bay
louse	me.mar.ner.ner	louse	me.mar.ner.ner		gar	4389	lj	unk	unknown15
louse	manany	? louse, ? tick	me.mar.ner.ner		ws	11813	bt	nw	
louse	mang-any	stick for crushing lice	me.mar.ner.ner		ws	11814	bt	nw	
louse	mang-any	stick for crushing lice	me.mar.ner.ner		ws	11815	cl	nw	
louse	nen.nar.ner (xx)	louse	nen.nar.ner		gar	4390		cp	Cape Portland
louse	men.nar (x)	louse	nen.nar.ner		gar	4391		cp	Cape Portland
louse	nẽunǎr	flea	neun.nar		sn	4393		unk	unknown15
louse	new.nar	louse	neun.nar		st	4394		e	Eastern
louse	noné	flea	neun.nar		mj	4395		b	Bruny Island
louse	nõ.ny̆	louse	neun.nar		st	4396		b	Bruny Island
louse	nure	louse	neun.nar		pl	4397		se	Southeastern
louse	nouré	poux	neun.nar		pp	4398		se	Southeastern
louse	gana (nourè)	tuer des poux avec l'ongle	neun.nar		pp	4399		se	Southeastern
louse	noné	flea	neun.nar		mj	9731		s	Southern
louse	neun.nar	louse	neun.nar		st	10485		e	Eastern
louse	neun.nar	louse	neun.nar		st	10944		sp	Swanport, east coast
louse	neun.nar	louse	neun.nar		st	11403		oyb	Oyster Bay
louse	noeng.en.er	louse	noeng.en.er		gar	4400		? wc	
louse	noeng	louse	noeng.en.er		gar	4401	tu	cg	Cape Grim, NW Tasmania
louse	prammanah	tick	prammanah		mj	4402		b	Bruny Island
louse	prammanah	tick	prammanah		mj	9732		s	Southern
love	conadrongia	baiser	conadrongia		drm	4868		se	Southeastern
love	couondrongra	baiser	conadrongia		drm	4869		se	Southeastern
love	day.nim.poy.rop.pare	kiss	day.nim.poy.rop.pare		cr	4870		ps	Port Sorell, northern
love	kãrněrmĩnněr	caress, coax	karnerminner		sn	4871		unk	unknown15
love	lee.peen.ne.kart.te	no like him	lee.peen.ne		gar	4872	ju	cp	Cape Portland
love	lingana looa renowa	amatory, rakish	lingana		mj	4873		b	Bruny Island
love	ramuna reluganee	embrace	lingana		mj	4874		oyb	Oyster Bay
love	rugana wurranaree	embrace	lingana		mj	4875		oyb	Oyster Bay
love	lowa puggelannyé	uxorious	lingana		mj	4876		oyb	Oyster Bay
love	lowa puggelannye	uxorious	lingana		mj	4877		oyb	Oyster Bay
love	lingana looa renowa	amatory, rakish	lingana		mj	9787		s	Southern
love	mělĩkěněr	kiss	melikener	likely a pigeon of 'me like you'	sn	4878		unk	unknown15
love	mě.lĩk.ěn.něr	kiss	melikener		st	10501		n	Northern tribes, but not always those to westward of the Tamar River
love	mě.lĩk.ěn.něr	kiss	melikener		st	10960		dl	Port Dalrymple, Tamar River
love	miewallé	kiss	miewalle		mj	4880		oyb	Oyster Bay
love	rinnyowalinya	amatory, rakish	miewalle		mj	4881		oyb	Oyster Bay
love	talwattawa	embrace	miewalle		mj	4882		oyb	Oyster Bay
love	tallawatta	embrace	miewalle		mj	4883		b	Bruny Island
love	tallawatta	embrace	miewalle		mj	9788		s	Southern
love	moy.leen.ner	kiss	moilatena		gar	4886		? wc	
love	loyetea	love	moilatena		jj	4887		unk	unknown15
love	moilatená	embrace	moilatena		mj	10502		w	western tribes
love	moilatené	embrace	moilatena		mj	10503		w	western tribes
love	moilatená	embrace	moilatena		mj	10961		nw	
love	moilatené	embrace	moilatena		mj	10962		nw	
love	mõõn.něr.lãd.dy̆.nẽel.ly̆	love	moon.ner.lad.dy.neel.ly		st	4888		b	Bruny Island
love	mooner.caddy.note.le	love	moon.ner.lad.dy.neel.ly		gar	4889		br	Big River
love	mũ.gẽe.mȳ.ěr.ěr	kiss	mu.gee.my.er.er		st	4890		b	Bruny Island
love	moee miré	kiss	mu.gee.my.er.er		mj	4891		b	Bruny Island
love	modamogi	kiss	mu.gee.my.er.er		rb	4892		b	Bruny Island
love	molamogi	kiss	mu.gee.my.er.er	association with logola moji (sexual intercourse)	rbg	4893		b	Bruny Island
love	moee miré	kiss	mu.gee.my.er.er		mj	9789		s	Southern
love	pick.er.win.ner	kiss	pick.er.win.ner		gar	4894		unk	unknown15
love	pĩg'ǔrněr	kiss	pigurner	possible association with poangha (intercourse)	sn	4895		unk	unknown15
love	pargener	? kiss	pigurner		gar	4896		unk	unknown15
love	ka'yěrpãngǔrněr	caress, coax	pigurner		sn	4897		unk	unknown15
love	plĩng.ěn.něr	kiss	pling.en.ner		st	10504		e	Eastern
love	plĩng.ěn.něr	kiss	pling.en.ner		st	10963		sp	Swanport, east coast
love	plĩng.ěn.něr	kiss	pling.en.ner		st	11422		oyb	Oyster Bay
love	trang.el.te.yuck	kiss	trang.el.te.yuck		st	4899		e	Eastern
low	lewter		lewter		jj	4900		unk	unknown15
low	liutece		lewter		lh	4901		unk	unknown15
low	lewler		lewter		bmm	4902		unk	unknown15
low	lunta		lunta		mj	4903		oyb	Oyster Bay
low	pranako		pranako		mj	4904		b	Bruny Island
low	pranako		pranako		mj	9790		s	Southern
magpie	cãllěcõoghěnǎr	magpie	callecooghenar	Three Tasmanian birds that can be included in the term 'magpie' (Black Magpie, Black Jay, Whitebacked Magpie)--first two closely related to crow (raven); aborigines seemed to not distinguish these species though they were distinguished from raven	sn	1813		unk	unknown15
magpie	carallo	magpie	callecooghenar		wn	1815		unk	unknown15
magpie	curraillylé	magpie	callecooghenar		mj	10382		w	western tribes
magpie	curraillylé	magpie	callecooghenar		mj	10841		nw	
magpie	canara	magpie	canara		jj	1816		e	Eastern
magpie	kenara	magpie	canara		lh	1817		unk	unknown15
magpie	dreen.ne	magpie	dreen.ne		gar	1818		b	Bruny Island
magpie	reninna	S. fuliginosa	dreen.ne		mj	1819		b	Bruny Island
magpie	nẽerǎr	magpie	dreen.ne		sn	1820		unk	unknown15
magpie	no.rac.er	magpie	dreen.ne		gar	1821		nn	Ninenee tribe, Port Davey, SW
magpie	reninna	S. fuliginosa	dreen.ne		mj	9447		s	Southern
magpie	pier.re.nen.ner	magpie	pier.re.nen.ner		gar	1822		oyb	Oyster Bay
magpie	pye.er.re.nen.ner	magpie	pier.re.nen.ner		gar	1823		oyb	Oyster Bay
magpie	pie.er.rer.nen.er	black magpie	pier.re.nen.ner		cr	1824	lr	br	Big River
magpie	poierrynienna	magpie	pier.re.nen.ner		mj	1825		oyb	Oyster Bay
magpie	poirenyenna	magpie	pier.re.nen.ner		mj	1826		oyb	Oyster Bay
magpie	poierrenyenna	S. fuliginosa	pier.re.nen.ner		mj	1827		oyb	Oyster Bay
magpie	pěrrẽthěněr	crow	pier.re.nen.ner		sn	1828		unk	unknown15
magpie	toongyenna	whitebacked magpie	toongyenna		mj	1829		oyb	Oyster Bay
magpie	trũbrãrnǎr	magpie	toongyenna		sn	1830		unk	unknown15
make (to)	mãr.gěr.rǎr	make	mar.ger.rar		st	4905		b	Bruny Island
make (to)	par.rar.ne	make	par.rar.ne		cr	4906		bl	Ben Lomond
make (to)	peruggareh	repair	peruggareh		mj	4907		b	Bruny Island
make (to)	puck.er.ween	make	peruggareh		st	4908		e	Eastern
make (to)	peruggareh	repair	peruggareh		mj	9791		s	Southern
make (to)	pig.ing.er	make	pig.ing.er		cr	4909		wc	Western Coast
make (to)	tigh.ing.er	make	pig.ing.er		cr	4910		wc	Western Coast
make (to)	val.er.marm.pig.ing.er	my make it, my made it	pig.ing.er		cr	4911		wc	Western Coast
make (to)	po.mel.le.na.pare	make	po.mel.le		cr	4912		bl	Ben Lomond
make (to)	po.neel.le.na.pare	make	po.mel.le		cr	4913		bl	Ben Lomond
make (to)	pomale	make	po.mel.le		jj	4914		unk	unknown15
make (to)	pomleh	made	po.mel.le		wb	4915		bl	Ben Lomond
make (to)	pue.ni.pare	make	pue.ni.pare		cr	4916		ps	Port Sorell, northern
make (to)	pu.ni.pare	make	pue.ni.pare		cr	4917		ps	Port Sorell, northern
make (to)	tro.le	make	tro.le		cr	4918	lr	br	Big River
make (to)	trulee	repair	tro.le		mj	4919		oyb	Oyster Bay
make basket (to)	noke.ger.rer	make basket	noke.ger.rer		gar	1532		b	Bruny Island
make basket (to)	noke.ger.rer	to plait baskets using iris	noke.ger.rer		gar	1533		b	Bruny Island
make basket (to)	noke.ger.re	make basket	noke.ger.rer		gar	1534		b	Bruny Island
make basket (to)	nõog.gěr.rěr	make basket	noke.ger.rer		st	1535		b	Bruny Island
manna	low.ler.weel.ler.len.er		low.ler.weel.ler.len.er	Eucalyptus is a sort of Manna	gar	5629	um	dl	Port Dalrymple, Tamar River
manna	low.ler.weel.ler.pen.er		low.ler.weel.ler.len.er		gar	5630	um	unk	unknown15
manna	nor.nell.en.tar		nor.nell.en.tar		gar	5631	tu	ri	Robbins Island, NW
manna	nun.my.len.er		nun.my.len.er		gar	5632	lk	ps	Port Sorell, northern
manna	nun.ne.lare		nun.ne.lare		gar	5633		cg	Cape Grim, NW Tasmania
manna	pep.er.er.ner		pep.er.er.ner		gar	5634		oyb	Oyster Bay
manna	pep.er.er.ner (x)		pep.er.er.ner		gar	5635		b	Bruny Island
manna	wen.er (x)		wen.er		gar	5636		b	Bruny Island
marine crayfish ('crawfish')	low.wer.rer	crawfish	low.wer.rer		gar	4276	plh	unk	unknown15
marine crayfish ('crawfish')	neer.tat.ten.ner	crawfish	neer.tat.ten.ner		gar	4277	jb	n	Northern tribes, but not always those to westward of the Tamar River
marine crayfish ('crawfish')	ner.tat.ten.ner	crawfish	neer.tat.ten.ner		gar	4278		pr	Piper River, NE
marine crayfish ('crawfish')	noi.kar	crawfish	noi.kar		gar	4279		pd	Port Davey, SW
marine crayfish ('crawfish')	knoi.kar	crawfish	noi.kar		gar	4280		pd	Port Davey, SW
marine crayfish ('crawfish')	noon.yer	crawfish	noon.yer		gar	4281		e	Eastern
marine crayfish ('crawfish')	nune.yer	crawfish	noon.yer		cr	4282	lr	br	Big River
marine crayfish ('crawfish')	nunnya	crawfish	noon.yer		mj	4283		oyb	Oyster Bay
marine crayfish ('crawfish')	nuélé	homard	nuele		dle/f	4284		se	Southeastern
marine crayfish ('crawfish')	nuélé	homard	nuele		dr	4285		se	Southeastern
marine crayfish ('crawfish')	nuẽlé	homard	nuele		drm	4286		se	Southeastern
marine crayfish ('crawfish')	nuele	lobster	nuele		pl	4287		se	Southeastern
marine crayfish ('crawfish')	nuelai	lobster	nuele		dle	4288		se	Southeastern
marine crayfish ('crawfish')	nũe.běr	crawfish	nuele		st	4289		b	Bruny Island
marine crayfish ('crawfish')	nue.bee	crawfish	nuele		gar	4290		s	Southern
marine crayfish ('crawfish')	nubena	crayfish	nuele		rb	4291		b	Bruny Island
marine crayfish ('crawfish')	nubé	crayfish	nuele		mj	4293		b	Bruny Island
marine crayfish ('crawfish')	nubé	crayfish	nuele		mj	9718		s	Southern
marine crayfish ('crawfish')	nubyny	crayfish	nuele		mj	10482		w	western tribes
marine crayfish ('crawfish')	nubyny	crayfish	nuele		mj	10941		nw	
marrow	lebrana	marrow	lebrana		mj	5637		b	Bruny Island
marrow	lebrana	marrow	lebrana		mj	9852		s	Southern
marrow	moomelinah	marrow	moomelinah		mj	5638		oyb	Oyster Bay
marrow	moomelena	marrow bone	moomelinah		sc	5639		oyb	Oyster Bay
marry (to)	lag.ge.ner.mar.pro.tape.er	to be married	lag.ge.ner.mar.pro.tape.er	association with lag.gen.ner (black woman)	gar	5640		mc	Mount Cameron, NW Tasmania
marry (to)	lag.ge.ner.nar.pro.tape.er	to be married	lag.ge.ner.mar.pro.tape.er		gar	5641		mc	Mount Cameron, NW Tasmania
marry (to)	lag,ge.ner.nar.pro.tape.er	to be married	lag.ge.ner.mar.pro.tape.er		gar	5642		cg	Cape Grim, NW Tasmania
marry (to)	lar.gene.ne	to be married	lar.gene.ne		gar	5643	ju	cp	Cape Portland
marry (to)	lar.ne.wot.te.win.ner	to be married	lar.ne.wot.te.win.ner		gar	5644		pr	Piper River, NE
marry (to)	lar.ne.wet.te.win.ner	to be married	lar.ne.wot.te.win.ner		gar	5645		unk	unknown15
marry (to)	lar.ne.win.ner	to be married	lar.ne.wot.te.win.ner		gar	5646		cp	Cape Portland
marry (to)	lar.ne.win.er	to be married	lar.ne.wot.te.win.ner		gar	5647		cp	Cape Portland
marry (to)	larn.ne.win.er	to be married	lar.ne.wot.te.win.ner		gar	5648		cp	Cape Portland
marry (to)	me.a.nen.qua	will you live with me?	me.a.nen.qua		bd	5649		oyb	Oyster Bay
marry (to)	neen.ner.par.le.te.min.ner	? married	neen.ner		st	5650		n	Northern tribes, but not always those to westward of the Tamar River
marry (to)	ning.er.ree.ner	married	ning.er.ree.ner		st	5651		e	Eastern
marry (to)	pãr.nũne.nĩng.ӗr	married	par.nune.ning.er		st	5652		b	Bruny Island
marry (to)	pung.en.nare.en.nare	to be married	pung.en.nare.en.ner	possible association with pun.gen.ner (black man)	gar	5653	sl	ls	Little Swanport, east coast
marry (to)	pung.en.nare.en.ner	to be married	pung.en.nare.en.ner		gar	5654	sl	ls	Little Swanport, east coast
marry (to)	put.tare.er.ne.nun.ne	to be married	put.tare.er.ne.nun.ne		gar	5655		cp	Cape Portland
marry (to)	put.tare.er ne.nun.ne	to be married	put.tare.er.ne.nun.ne		gar	5656		cp	Cape Portland
marry (to)	teb.ber	to be married	teb.ber		gar	5657		wc	Western Coast
Mars group	law.way		law.way	law.way =road	gar	7646		b	Bruny Island
Mars group	law.way.dever.er		law.way		gar	7647	mn	cp	Cape Portland
Mars group	law.way.lar.ner		law.way		gar	7648		b	Bruny Island
Mars group	lore.ne.pen.ner		ne.pen.ner		gar	7649		oyb	Oyster Bay
Mars group	puck.ar.ne.pen.ner		ne.pen.ner		gar	7650		oyb	Oyster Bay
Mars group	py.le.bay		py.le.bay		gar	7651		b	Bruny Island
meat	cragrana	flesh	cragrana	probably same as kragbaga (dead)	rb	5658		b	Bruny Island
meat	lahmti	meat	lahmti		ws	11658	mj	oyb	Oyster Bay
meat	larm.ten.er	meat	larm.ten.er		gar	5659		cp	Cape Portland
meat	larnty	meat	larm.ten.er		ws	11850	st	ne	north-eastern tribes
meat	larnte	meat	larm.ten.er		ws	11851	mj	ne	north-eastern tribes
meat	mãncǎr	raw (meat)	mancar		sn	5660		unk	unknown15
meat	mǎrtĩllǎr	mutton (adopted)	martillar	see also martillarghellar (goat)	sn	5661		unk	unknown15
meat	mar.tee.lag.ger.nur	mutton	martillar		st	5662		e	Eastern
meat	nie.ong.he.ter	meat	nie.ong.he.ter		gar	5663		oyb	Oyster Bay
meat	wiangata	flesh	nie.ong.he.ter		mj	5664		oyb	Oyster Bay
meat	par.new.dre.not.tar	meat	par.new.dre.not.tar		gar	5668		oyb	Oyster Bay
meat	pǎrkãllǎr	beef (adopted)	parkallar	same as buck.er.ler (cattle)	sn	5665		unk	unknown15
meat	parl.rab.ber.ner	meat	parl.rab.ber.ner		gar	5666		b	Bruny Island
meat	palammena	flesh	parl.rab.ber.ner		mj	5667		b	Bruny Island
meat	palammena	flesh	parl.rab.ber.ner		mj	9853		s	Southern
meat	plẽẽndũddǐǎck	raw (meat)	pleenduddiack		sn	5669		unk	unknown15
meat	tral.ler.ver.rin	meat	tral.ler.ver.rin		gar	5670		pd	Port Davey, SW
meat	tral.ler.ver.in	meat	tral.ler.ver.rin		gar	5671		pd	Port Davey, SW
meat	tarl.ler.ver	mutton	tral.ler.ver.rin		gar	5672		pd	Port Davey, SW
meat	tarl.ler.ver	meat	tral.ler.ver.rin		gar	5673		pd	Port Davey, SW
meat	tul.lo.wer	meat	tral.ler.ver.rin		gar	5674		pd	Port Davey, SW
meat	wal.er.lare	meat	wal.er.lare		gar	5675	lj	unk	unknown15
meat	woolty	meat	wal.er.lare		ws	11852	sn	nw	
meat	woolta	meat	wal.er.lare		ws	11853	ml	nw	
meat	woolter	meat	wal.er.lare		ws	11854	ml	nw	
menstruate	teebra wanghatamena	menstruate	teebra		mj	6514		oyb	Oyster Bay
midday	toina wunna	midday, noon	toina wunna		mj	8164		b	Bruny Island
midday	toina wunna	midday, noon	toina wunna		mj	10117		s	Southern
midday	tooggy malangta	midday, noon	tooggy malangta		mj	8165		oyb	Oyster Bay
midday	wer	sun vertical	wer		gar	8166		b	Bruny Island
milky way	law.way		law.way		gar	7634		b	Bruny Island
milky way	porm.pen.ner		porm.pen.er		gar	7635	mn	cp	Cape Portland
mind	nar.ra.wal.lare	never mind	nar.ra.wal.lare		cr	5676		ps	Port Sorell, northern
mind	nar.rer.cur.per	never mind	nar.rer.cur.per		cr	5677		bl	Ben Lomond
mind	nar.rer.cur.par	never mind	nar.rer.cur.per		cr	5678		bl	Ben Lomond
mind	nar.rer.ker	never mind	nar.rer.cur.per		cr	5679	lr	br	Big River
mind	nin.ne.re.gin tome.mad.de.bar	never mind	nin.ne.re.gin		gar	5680		unk	unknown15
miscellaneous	bӯ.lĩn.nӗ	grass	by.lin.ne		st	6207		b	Bruny Island
miscellaneous	ken.nul.la	small-leaved iris	ken.nul.la		gar	6208	jn	n	Northern tribes, but not always those to westward of the Tamar River
miscellaneous	kor.min.ner	grass	kor.min.ner		gar	6209		cp	Cape Portland
miscellaneous	leni	Sclerya (espece de) fort grande	leni		dle/f	6210		se	Southeastern
miscellaneous	lare.ry	rushy grass	leni		gar	6211		b	Bruny Island
miscellaneous	lure.ry	rushy grass	leni		gar	6212		b	Bruny Island
miscellaneous	low.tin	three stars	low.tin		gar	7657		unk	unknown15
miscellaneous	miré	espece de jonc	mire		drm	6213		se	Southeastern
miscellaneous	myria	grass	mire		jj	6214		w	western tribes
miscellaneous	megra	grass	mire		jj	6215		w	western tribes
miscellaneous	nare.rer	grass/neem.mene	nare.rer		gar	6216		ri	Robbins Island, NW
miscellaneous	nare.rer	grass	nare.rer		gar	6217		unk	unknown15
miscellaneous	ware.rer	grass/neem.mene	nare.rer		gar	6218		ri	Robbins Island, NW
miscellaneous	neem.men.ne	fine grass	neem.men.ne		gar	6219		pd (? b)	
miscellaneous	neem.me.ne	fine grass	neem.men.ne		gar	6220		unk	unknown15
miscellaneous	neen.men.my	long flag grass	neem.men.ne		gar	6221		b	Bruny Island
miscellaneous	neme.me.ne	long grass thatching huts)	neem.men.ne		gar	6222		pd	Port Davey, SW
miscellaneous	nemoné	grass	neem.men.ne		mj	6223		b	Bruny Island
miscellaneous	niméné	herbe	neem.men.ne		drm	6224		se	Southeastern
miscellaneous	lem.men.ne	long grass (tying bark boats)	neem.men.ne		gar	6225		b	Bruny Island
miscellaneous	meen.nar	grass	neem.men.ne		st	6226		n	Northern tribes, but not always those to westward of the Tamar River
miscellaneous	nemoné	grass	neem.men.ne		mj	9897		s	Southern
miscellaneous	ning.er.tar	long grass	ning.er.tar		gar	6227		b	Bruny Island
miscellaneous	nũngŭrmĩnnӗr	long grass	ning.er.tar		sn	6228		unk	unknown15
miscellaneous	publi	grass	probluah		lh	6230		unk	unknown15
miscellaneous	pul.pul	grass	probluah		cr	6231		ps	Port Sorell, northern
miscellaneous	probluah	grass	probluah		mj	10557		w	western tribes
miscellaneous	probluah	grass	probluah		mj	11016		nw	
miscellaneous	pun.narm.len.ner	rush, py.er.ree	pun.narm.len.ner		gar	6232	tm	cp	Cape Portland
miscellaneous	rem.mer.de	short/coarse iris	rem.mer.de		gar	6233		b	Bruny Island
